Cloud Cover
10
10
10
10
10
9
8
7
7
7
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
9
8
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
9
8
7
7
7
7
7
7
7
6
5
7
7
7
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
8
7
5
2
2
0
0
0
0
0
0
0
0
1
5
5
5
5
5
5
5
6
6
7
5
5
5
5
5
5
5
3
7
7
7
7
8
9
10
9
8
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
9
8
7
7
7
7
8
9
10
7
4
2
3
4
5
2
6
10
6
2
2
2
2
2
2
3
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
9
8
7
8
9
10
8
7
5
2
0
2
2
2
2
2
2
2
2
2
0
0
0
0
0
0
0
0
2
2
0
0
0
0
2
0
5
5
5
5
5
5
5
5
5
5
5
5
7
8
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
9
8
7
8
9
10
9
8
7
5
2
2
2
0
0
0
0
0
2
2
2
2
2
5
2
0
0
0
0
2
2
5
7
5
4
2
2
0
0
0
0
0
0
0
2
0
0
2
5
5
2
2
5
7
8
9
10
8
7
5
5
5
5
7
8
10
10
10
10
10
10
10
9
8
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
8
6
5
5
5
5
7
8
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
7
5
7
5
2
2
2
2
2
2
2
2
4
5
2
2
2
2
2
5
5
3
2
2
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
2
2
2
5
6
6
7
8
9
10
9
8
7
7
7
7
8
9
10
10
10
10
10
10
10
10
10
10
9
8
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
9
8
7
6
6
5
2
5
7
0
0
0
0
3
7
6
5
7
5
5
2
5
5
7
5
2
2
2
2
2
2
0
0
2
3
7
8
9
10
9
8
7
6
5
7
7
7
7
7
7
7
6
6
5
5
5
2
2
2
2
2
3
7
5
4
2
2
3
7
8
9
10
9
8
7
8
9
10
10
10
10
10
10
10
9
8
7
8
9
10
9
8
7
7
7
7
5
5
5
5
5
2
2
2
2
2
3
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
9
8
7
2
2
2
0
0
0
2
2
2
2
2
2
2
2
5
5
5
5
5
5
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
5
5
5
5
5
5
2
2
2
0
5
5
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
8
7
5
6
6
7
5
4
2
5
5
5
5
5
5
5
5
5
5
5
5
2
2
0
0
0
2
2
0
2
5
6
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
4
2
0
2
2
5
5
2
2
2
2
2
2
2
2
2
2
2
2
5
5
6
6
7
5
8
10
9
8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
5
6
10
8
7
5
2
5
7
5
5
5
7
8
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
6
6
7
7
7
7
7
7
7
7
7
7
8
9
10
10
10
10
10
10
10
9
8
7
6
5
5
2
2
2
5
5
5
2
2
2
5
5
2
2
2
2
2
3
7
7
7
7
8
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
